molecule_chembl_id,canonical_smiles,pIC50,bioactivity_class,target_chembl_ID
CHEMBL3661002,CCOc1cc(N2CCNCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,9.200659450546418,active,CHEMBL1957
CHEMBL3652847,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1[C@@H](C)c1ccccc1)CC2,9.161150909262744,active,CHEMBL1957
CHEMBL3037908,COc1cc(-c2ccccc2)nc2cc(-c3nc([C@H]4C[C@@](C)(O)C4)n4ccnc(N)c34)ccc12,9.154901959985743,active,CHEMBL1957
CHEMBL3656648,COCCn1cc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2Cl)CC3)cn1,9.154901959985743,active,CHEMBL1957
CHEMBL3660913,COc1cc(C(=O)NCCCN(C)C)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.1249387366083,active,CHEMBL1957
CHEMBL3822475,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(C)(=O)=O)n1,9.119186407719207,active,CHEMBL1957
CHEMBL458865,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2n1,9.096910013008056,active,CHEMBL1957
CHEMBL3656562,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.096910013008056,active,CHEMBL1957
CHEMBL464971,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cc(F)cc(F)c2C(N)=O)c2cc[nH]c2n1,9.096910013008056,active,CHEMBL1957
CHEMBL476044,CCCN1CCC=C(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,9.096910013008056,active,CHEMBL1957
CHEMBL459069,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cc(F)ccc2C(N)=O)c2cc[nH]c2n1,9.096910013008056,active,CHEMBL1957
CHEMBL3660980,COc1cc(C(=O)NC2CN(C)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.060480747381384,active,CHEMBL1957
CHEMBL3656578,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.060480747381384,active,CHEMBL1957
CHEMBL3656544,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1C)CC2,9.036212172654443,active,CHEMBL1957
CHEMBL3639546,O=C(Nc1cccnc1)[C@@H]1C[C@H](O)CN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,9.0,active,CHEMBL1957
CHEMBL3656542,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1C)CC2,9.0,active,CHEMBL1957
CHEMBL3660977,COc1cc(C(=O)NCCN(C)C)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL514828,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccccc2C(N)=O)c2cc[nH]c2n1,9.0,active,CHEMBL1957
CHEMBL3655756,CC1(c2cc(Nc3nc(N4C[C@@H](O)C[C@H]4C(=O)Nc4ncns4)nn4cccc34)[nH]n2)CC1,9.0,active,CHEMBL1957
CHEMBL3656612,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1cccc(C)c1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3656619,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccc(F)cc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3660932,COc1cc(C(=O)NC2CC(N3CCN(C)CC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3656559,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccc(C)cc1C)CC2,9.0,active,CHEMBL1957
CHEMBL3660919,COc1cc(C(=O)NC2CC(N3CCCC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3656649,Cc1ccsc1-c1c2c(nn1C)CCc1cnc(Nc3cnn(C)c3)nc1-2,9.0,active,CHEMBL1957
CHEMBL3652849,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,9.0,active,CHEMBL1957
CHEMBL3660934,COc1cc(C(=O)NC2CCN(C(C)(C)C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.0,active,CHEMBL1957
CHEMBL3656623,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.0,active,CHEMBL1957
CHEMBL3660942,COc1cc(C(=O)NC2CN(C)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.0,active,CHEMBL1957
CHEMBL3660923,COc1cc(C(=O)N[C@H]2CCCN(C3CCOCC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3655752,CO[C@H]1C[C@@H](C(=O)Nc2ccc(F)nc2)N(c2nc(Nc3cc(C4CC4)n[nH]3)c3cccn3n2)C1,9.0,active,CHEMBL1957
CHEMBL3661008,COc1cc(N2CCN(C3CCN(C(C)=O)CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1cccc(Cl)c1)CC2,9.0,active,CHEMBL1957
CHEMBL3661012,CC(=O)N1CCC(N2CCC(n3cc(Nc4ncc5c(n4)-c4c(nn(C)c4Cc4ccccc4Cl)CC5C)cn3)CC2)CC1,9.0,active,CHEMBL1957
CHEMBL3660914,COc1cc(C(=O)NC2CCN(C3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3656651,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3)CC4C)cn2)CC1,9.0,active,CHEMBL1957
CHEMBL3656650,CN1CCN(CCn2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3)CC4)n2)CC1,9.0,active,CHEMBL1957
CHEMBL3652841,CC1Cc2nn(C)c(-c3ccccc3Cl)c2-c2nc(Nc3ccn(C)n3)ncc21,9.0,active,CHEMBL1957
CHEMBL3660936,CCN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3Cl)CC4C)c(OC)c2)CC1,9.0,active,CHEMBL1957
CHEMBL3660925,COc1cc(C(=O)NCC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3660937,COCCN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3Cl)CC4C)c(OC)c2)CC1,9.0,active,CHEMBL1957
CHEMBL3656614,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1cccc(C)c1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3661011,CC1Cc2nn(C)c(Cc3ccccc3Cl)c2-c2nc(Nc3cnn(C4CCN(C5CCOCC5)CC4)c3)ncc21,9.0,active,CHEMBL1957
CHEMBL3656634,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2)C[C@H]3C)n1,9.0,active,CHEMBL1957
CHEMBL3661013,CC1Cc2nn(C)c(Cc3ccccc3Cl)c2-c2nc(Nc3cnn(C4CCN(CCO)CC4)c3)ncc21,9.0,active,CHEMBL1957
CHEMBL3660939,COc1cc(C(=O)NC2CCN(CCO)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.0,active,CHEMBL1957
CHEMBL3652864,COc1ccccc1Cc1c2c(nn1C)CCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc1-2,9.0,active,CHEMBL1957
CHEMBL3661007,COc1cc(N2CCN(C3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1cccc(Cl)c1)CC2,9.0,active,CHEMBL1957
CHEMBL3652862,COc1ccccc1Cc1c2c(nn1C)CCc1cnc(Nc3ccc(OCCN4CCCC4)cc3OC)nc1-2,9.0,active,CHEMBL1957
CHEMBL3655750,CO[C@@H]1C[C@@H](C(=O)Nc2ccc(F)nc2)N(c2nc(Nc3cc(C4CC4)n[nH]3)c3cccn3n2)C1,9.0,active,CHEMBL1957
CHEMBL3656652,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2ccccc2C)CC3)n1,9.0,active,CHEMBL1957
CHEMBL3660998,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1sccc1C)CC2,9.0,active,CHEMBL1957
CHEMBL3660922,COc1cc(C(=O)NCC(C)(C)CN(C)C)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3660926,COc1cc(C(=O)NC2CCN(C(C)(C)C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.0,active,CHEMBL1957
CHEMBL3661010,CCN1CCN(c2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3Cc3cccc(Cl)c3)CC4)c(OC)c2)CC1,9.0,active,CHEMBL1957
CHEMBL3660941,COc1cc(C(=O)NC2CCN(C3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.0,active,CHEMBL1957
CHEMBL463932,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)c(F)c2C(N)=O)c2cc[nH]c2n1,8.886056647693161,active,CHEMBL1957
CHEMBL3824301,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(C)=O)n1,8.876148359032914,active,CHEMBL1957
CHEMBL3824246,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,8.853871964321762,active,CHEMBL1957
CHEMBL476451,CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)cc2)C1,8.795880017344075,active,CHEMBL1957
CHEMBL1964272,CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(F)c2)C1,8.795880017344075,active,CHEMBL1957
CHEMBL514615,COc1cc(N2CCN(C(C)C)CC2)c(Cl)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,8.795880017344075,active,CHEMBL1957
CHEMBL477950,COc1cc(N2CCOCC2)ccc1Nc1nc(Nc2cc(F)ccc2C(N)=O)c2cc[nH]c2n1,8.795880017344075,active,CHEMBL1957
CHEMBL476059,CCCN1CCN(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,8.795880017344075,active,CHEMBL1957
CHEMBL575448,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,8.744727494896694,active,CHEMBL1957
CHEMBL3824304,COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,8.721246399047171,active,CHEMBL1957
CHEMBL3822672,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)C)n1,8.714442690992227,active,CHEMBL1957
CHEMBL507625,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,8.698970004336019,active,CHEMBL1957
CHEMBL3652822,Cn1nccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3661015,CCOc1cc(N2CCN(C(=O)N(C)C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3660921,COc1cc(C(=O)NC2CCC(N(C)C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656621,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccc(F)cc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3660953,CN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3Cc3ccccc3)CC4)c(Cl)c2)CC1,8.698970004336019,active,CHEMBL1957
CHEMBL3655753,CO[C@H]1C[C@@H](C(=O)Nc2ncns2)N(c2nc(Nc3cc(C4CC4)n[nH]3)c3cccn3n2)C1,8.698970004336019,active,CHEMBL1957
CHEMBL3655759,Cc1nnn([C@H]2C[C@@H](C(=O)Nc3ccc(F)nc3)N(c3nc(Nc4cc(C5CC5)n[nH]4)c4cccn4n3)C2)n1,8.698970004336019,active,CHEMBL1957
CHEMBL3660963,COc1cc(C(=O)N[C@@H]2CCN(C3CCOCC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656657,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2ccccc2Cl)CC3)n1,8.698970004336019,active,CHEMBL1957
CHEMBL3660920,COc1cc(C(=O)N[C@@H]2CCN(C3CCN(C)CC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3660978,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(CC4CC4)CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3660924,COc1cc(C(=O)NCCN2CCOCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656658,CN(C)CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2ccccc2Cl)CC3)n1,8.698970004336019,active,CHEMBL1957
CHEMBL3660935,COc1cc(C(=O)NC2CCN(CC3CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,8.698970004336019,active,CHEMBL1957
CHEMBL3660938,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,8.698970004336019,active,CHEMBL1957
CHEMBL3656560,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccc(C)cc1C)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3660966,COc1cc(C(=O)NC2CN(C)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL575447,C[C@@]1(C(=O)Nc2cnccn2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,8.698970004336019,active,CHEMBL1957
CHEMBL3652865,COc1ccccc1Cc1c2c(nn1C)CCc1cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc1-2,8.698970004336019,active,CHEMBL1957
CHEMBL3656617,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccc(F)cc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3655754,CC1(c2cc(Nc3nc(N4C[C@@H](O)C[C@H]4C(=O)Nc4cnccn4)nn4cccc34)[nH]n2)CC1,8.698970004336019,active,CHEMBL1957
CHEMBL3656656,Cn1nc2c(c1-c1ccccc1)-c1nc(Nc3ccn(CCN4CCOCC4)n3)ncc1CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656659,CC1Cc2nn(C)c(-c3ccccc3)c2-c2nc(Nc3ccn(CCN(C)C)n3)ncc21,8.698970004336019,active,CHEMBL1957
CHEMBL3652820,Cn1nc2c(c1-c1ccccc1Cl)-c1nc(Nc3ccccc3)ncc1CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656616,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1cccc(C)c1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3660918,COCCN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3Cl)CC4)c(OC)c2)CC1,8.698970004336019,active,CHEMBL1957
CHEMBL3656660,CN(C)CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2cccc4ccccc24)CC3)n1,8.698970004336019,active,CHEMBL1957
CHEMBL3656557,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccc(C)cc1C)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656655,COCCn1cc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2C)CC3)cn1,8.698970004336019,active,CHEMBL1957
CHEMBL3652848,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656653,Cc1ccsc1-c1c2c(nn1C)CCc1cnc(Nc3ccccc3)nc1-2,8.698970004336019,active,CHEMBL1957
CHEMBL3661003,CC1Cc2nn(C)c(Cc3ccccc3Cl)c2-c2nc(Nc3cnn(C4CCNCC4)c3)ncc21,8.698970004336019,active,CHEMBL1957
CHEMBL3660917,COc1cc(C(=O)NC2CCN(C3CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL1091644,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,8.698970004336019,active,CHEMBL1957
CHEMBL1667943,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1F)nc2[C@H]1CC[C@H](C(=O)Nc2nccs2)CC1,8.698970004336019,active,CHEMBL1957
CHEMBL3660927,COc1cc(C(=O)NCC(=O)N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656545,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1C)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL475883,COc1cc(N2CCN(C(C)C)CC2)c(F)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,8.698970004336019,active,CHEMBL1957
CHEMBL3652829,CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2Cl)CC3)n1,8.698970004336019,active,CHEMBL1957
CHEMBL2426277,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,8.698970004336019,active,CHEMBL1957
CHEMBL3655757,O=C(Nc1ncns1)[C@@H]1C[C@@H](F)CN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,8.698970004336019,active,CHEMBL1957
CHEMBL3660933,COc1cc(C(=O)NC2CC(N3CCOCC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3652825,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1)CC2,8.698970004336019,active,CHEMBL1957
CHEMBL3656654,Cc1ccsc1-c1c2c(nn1C)CCc1cnc(Nc3ccn(CCN(C)C)n3)nc1-2,8.698970004336019,active,CHEMBL1957
CHEMBL475884,COc1cc(N2CCN(C(C)C)CC2)c(C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,8.698970004336019,active,CHEMBL1957
CHEMBL3655747,O=C(Nc1cnccn1)[C@@H]1C[C@H](O)CN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,8.698970004336019,active,CHEMBL1957
CHEMBL3660943,COc1cc(C(=O)N[C@@H]2CCC(C3CCOCC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,8.698970004336019,active,CHEMBL1957
CHEMBL1760036,COc1cc(Nc2nccc(Nc3ccc4ccccc4c3)n2)cc(OC)c1OC,8.657577319177793,active,CHEMBL1957
CHEMBL1738698,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)ccc1N1CCOCC1,8.619788758288394,active,CHEMBL1957
CHEMBL1760035,COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,8.602059991327963,active,CHEMBL1957
CHEMBL3785376,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OCC56CCC(CC5)O6)c4F)c4c(N)ncnc43)C2)CC1,8.55284196865778,active,CHEMBL1957
CHEMBL3655761,O=C(Nc1ncns1)[C@@H]1C[C@H](F)CN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,8.522878745280337,active,CHEMBL1957
CHEMBL3656668,CN(C)CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2cccc(Cl)c2)CC3)n1,8.522878745280337,active,CHEMBL1957
CHEMBL3656662,Cn1nc2c(c1-c1ccccc1)-c1nc(Nc3ccn(CCN4CCCC4)n3)ncc1CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3660974,COc1cc(C(=O)NCCCN(C)C)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1C)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3660979,COCCNC(=O)c1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2Cl)CC3)c(OC)c1,8.522878745280337,active,CHEMBL1957
CHEMBL3656636,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccsc1)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3652839,CC1Cc2nn(C)c(-c3ccccc3Cl)c2-c2nc(Nc3ccn(C(C)C)n3)ncc21,8.522878745280337,active,CHEMBL1957
CHEMBL3656671,COc1cccc(Cc2c3c(nn2C)CCc2cnc(Nc4cnn(CCN(C)C)c4)nc2-3)c1,8.522878745280337,active,CHEMBL1957
CHEMBL3656667,CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2cccc(Cl)c2)CC3)n1,8.522878745280337,active,CHEMBL1957
CHEMBL4108861,Cc1cc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2Cl)CC3C)[n+](C)[nH]1,8.522878745280337,active,CHEMBL1957
CHEMBL3656665,CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2ccccc2)CC3)n1,8.522878745280337,active,CHEMBL1957
CHEMBL3652816,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3655755,O=C(Nc1ncns1)[C@@H]1C[C@H](O)CN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,8.522878745280337,active,CHEMBL1957
CHEMBL3656670,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccc(OC(F)F)cc3)CC4)cn2)CC1,8.522878745280337,active,CHEMBL1957
CHEMBL3656663,COCCN(C)CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2)CC3)n1,8.522878745280337,active,CHEMBL1957
CHEMBL3660929,COc1cc(C(=O)NC2CC(N3CCN(CCF)CC3)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3660908,COc1cc(C(=O)NC2CC3CC(C)CC(C2)N3)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3660907,CCN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3)CC4)c(OC)c2)CC1,8.522878745280337,active,CHEMBL1957
CHEMBL3660931,COc1cc(C(=O)NC2CCN(CC3CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3656664,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3Cc3ccccc3)CC4)cn2)CC1,8.522878745280337,active,CHEMBL1957
CHEMBL3656661,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2C)CC3)n1,8.522878745280337,active,CHEMBL1957
CHEMBL3660930,COc1cc(C(=O)NC2CCN(Cc3cccnc3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3656672,COc1ccc(-c2c3c(nn2C)CCc2cnc(Nc4cnn(C)c4)nc2-3)cc1,8.522878745280337,active,CHEMBL1957
CHEMBL3656666,CN(C)CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2)CC3)n1,8.522878745280337,active,CHEMBL1957
CHEMBL3660940,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCN(CC4CC4)CC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,8.522878745280337,active,CHEMBL1957
CHEMBL3660962,COc1cc(C(=O)NC2CCN(CC(N)=O)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL3656669,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccccc2)CC3C)n1,8.522878745280337,active,CHEMBL1957
CHEMBL3660968,COc1cc(C(=O)NCCN(C)C)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1C)CC2,8.522878745280337,active,CHEMBL1957
CHEMBL473669,CCCN1CCC=C(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC(C)C)c2)C1,8.494850021680094,active,CHEMBL1957
CHEMBL475286,COc1cc(N2CCN(C(C)C)CC2)c(OC)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,8.494850021680094,active,CHEMBL1957
CHEMBL3397300,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.494850021680094,active,CHEMBL1957
